6.00E-01	2.76E-01	2.76E-01	6.00E-01	2.29E-06
6.20E-01	3.09E-01	3.09E-01	6.20E-01	2.56E-06
6.40E-01	3.44E-01	3.44E-01	6.40E-01	2.85E-06
6.60E-01	3.80E-01	3.80E-01	6.60E-01	3.15E-06
6.80E-01	4.19E-01	4.19E-01	6.80E-01	3.48E-06
7.00E-01	4.59E-01	4.59E-01	7.00E-01	3.81E-06
7.20E-01	5.01E-01	5.01E-01	7.20E-01	4.16E-06
7.40E-01	5.46E-01	5.46E-01	7.40E-01	4.53E-06
7.60E-01	5.88E-01	5.88E-01	7.60E-01	4.88E-06
7.80E-01	6.34E-01	6.34E-01	7.80E-01	5.26E-06
8.00E-01	6.80E-01	6.80E-01	8.00E-01	5.64E-06
8.20E-01	7.27E-01	7.27E-01	8.20E-01	6.03E-06
8.40E-01	7.74E-01	7.74E-01	8.40E-01	6.42E-06
8.60E-01	8.25E-01	8.25E-01	8.60E-01	6.85E-06
8.80E-01	8.74E-01	8.74E-01	8.80E-01	7.25E-06
9.00E-01	9.20E-01	9.20E-01	9.00E-01	7.64E-06
9.20E-01	9.67E-01	9.67E-01	9.20E-01	8.02E-06
9.40E-01	1.01E+00	1.01E+00	9.40E-01	8.40E-06
9.60E-01	1.06E+00	1.06E+00	9.60E-01	8.80E-06
9.80E-01	1.11E+00	1.11E+00	9.80E-01	9.20E-06
1.00E+00	1.16E+00	1.16E+00	1.00E+00	9.62E-06
9.80E-01	1.04E+00	1.04E+00	9.80E-01	8.59E-06
9.60E-01	9.31E-01	9.31E-01	9.60E-01	7.73E-06
9.40E-01	8.39E-01	8.39E-01	9.40E-01	6.96E-06
9.20E-01	7.59E-01	7.59E-01	9.20E-01	6.30E-06
9.00E-01	6.88E-01	6.88E-01	9.00E-01	5.71E-06
8.80E-01	6.25E-01	6.25E-01	8.80E-01	5.18E-06
8.60E-01	5.67E-01	5.67E-01	8.60E-01	4.71E-06
8.40E-01	5.16E-01	5.16E-01	8.40E-01	4.28E-06
8.20E-01	4.68E-01	4.68E-01	8.20E-01	3.89E-06
8.00E-01	4.25E-01	4.25E-01	8.00E-01	3.52E-06
7.80E-01	3.85E-01	3.85E-01	7.80E-01	3.19E-06
7.60E-01	3.48E-01	3.48E-01	7.60E-01	2.89E-06
7.40E-01	3.15E-01	3.15E-01	7.40E-01	2.61E-06
7.20E-01	2.84E-01	2.84E-01	7.20E-01	2.36E-06
7.00E-01	2.56E-01	2.56E-01	7.00E-01	2.12E-06
6.80E-01	2.30E-01	2.30E-01	6.80E-01	1.91E-06
6.60E-01	2.06E-01	2.06E-01	6.60E-01	1.71E-06
6.40E-01	1.84E-01	1.84E-01	6.40E-01	1.53E-06
6.20E-01	1.64E-01	1.64E-01	6.20E-01	1.36E-06
6.00E-01	1.46E-01	1.46E-01	6.00E-01	1.21E-06
5.80E-01	1.30E-01	1.30E-01	5.80E-01	1.08E-06
5.60E-01	1.25E-01	1.25E-01	5.60E-01	1.04E-06
5.40E-01	1.15E-01	1.15E-01	5.40E-01	9.51E-07
5.20E-01	1.03E-01	1.03E-01	5.20E-01	8.56E-07
5.00E-01	9.21E-02	9.21E-02	5.00E-01	7.64E-07
4.80E-01	8.15E-02	8.15E-02	4.80E-01	6.76E-07
4.60E-01	7.17E-02	7.17E-02	4.60E-01	5.95E-07
4.40E-01	6.23E-02	6.23E-02	4.40E-01	5.17E-07
4.20E-01	5.42E-02	5.42E-02	4.20E-01	4.50E-07
4.00E-01	4.69E-02	4.69E-02	4.00E-01	3.89E-07
3.80E-01	4.02E-02	4.02E-02	3.80E-01	3.33E-07
3.60E-01	3.45E-02	3.45E-02	3.60E-01	2.86E-07
3.40E-01	2.93E-02	2.93E-02	3.40E-01	2.43E-07
3.20E-01	2.49E-02	2.49E-02	3.20E-01	2.07E-07
3.00E-01	2.09E-02	2.09E-02	3.00E-01	1.73E-07
2.80E-01	1.75E-02	1.75E-02	2.80E-01	1.45E-07
2.60E-01	1.45E-02	1.45E-02	2.60E-01	1.21E-07
2.40E-01	1.20E-02	1.20E-02	2.40E-01	9.92E-08
2.20E-01	9.80E-03	9.80E-03	2.20E-01	8.13E-08
2.00E-01	7.95E-03	7.95E-03	2.00E-01	6.60E-08
1.80E-01	6.44E-03	6.44E-03	1.80E-01	5.35E-08
1.60E-01	5.12E-03	5.12E-03	1.60E-01	4.25E-08
1.40E-01	4.01E-03	4.01E-03	1.40E-01	3.33E-08
1.20E-01	3.13E-03	3.13E-03	1.20E-01	2.60E-08
1.00E-01	2.38E-03	2.38E-03	1.00E-01	1.97E-08
8.00E-02	1.76E-03	1.76E-03	8.00E-02	1.46E-08
6.00E-02	1.23E-03	1.23E-03	6.00E-02	1.02E-08
4.00E-02	7.68E-04	7.68E-04	4.00E-02	6.37E-09
2.00E-02	3.74E-04	3.74E-04	2.00E-02	3.10E-09
0.00E+00	6.87E-06	-6.87E-06	1.68E-05	-5.70E-11
-2.00E-02	4.09E-04	-4.09E-04	-1.99E-02	-3.39E-09
-4.00E-02	8.59E-04	-8.59E-04	-3.99E-02	-7.13E-09
-6.00E-02	1.39E-03	-1.39E-03	-5.99E-02	-1.15E-08
-8.00E-02	2.04E-03	-2.04E-03	-7.99E-02	-1.69E-08
-1.00E-01	2.89E-03	-2.89E-03	-9.99E-02	-2.39E-08
-1.20E-01	3.97E-03	-3.97E-03	-1.20E-01	-3.29E-08
-1.40E-01	5.33E-03	-5.33E-03	-1.40E-01	-4.42E-08
-1.60E-01	7.00E-03	-7.00E-03	-1.60E-01	-5.80E-08
-1.80E-01	9.10E-03	-9.10E-03	-1.80E-01	-7.55E-08
-2.00E-01	1.17E-02	-1.17E-02	-2.00E-01	-9.72E-08
-2.20E-01	1.47E-02	-1.47E-02	-2.20E-01	-1.22E-07
-2.40E-01	1.83E-02	-1.83E-02	-2.40E-01	-1.52E-07
-2.60E-01	2.29E-02	-2.29E-02	-2.60E-01	-1.90E-07
-2.80E-01	2.85E-02	-2.85E-02	-2.80E-01	-2.37E-07
-3.00E-01	3.49E-02	-3.49E-02	-3.00E-01	-2.89E-07
-3.20E-01	4.24E-02	-4.24E-02	-3.20E-01	-3.52E-07
-3.40E-01	5.11E-02	-5.11E-02	-3.40E-01	-4.24E-07
-3.60E-01	6.10E-02	-6.10E-02	-3.60E-01	-5.06E-07
-3.80E-01	7.25E-02	-7.25E-02	-3.80E-01	-6.02E-07
-4.00E-01	8.55E-02	-8.55E-02	-4.00E-01	-7.09E-07
-4.20E-01	1.01E-01	-1.01E-01	-4.20E-01	-8.34E-07
-4.40E-01	1.17E-01	-1.17E-01	-4.40E-01	-9.73E-07
-4.60E-01	1.36E-01	-1.36E-01	-4.60E-01	-1.13E-06
-4.80E-01	1.57E-01	-1.57E-01	-4.80E-01	-1.30E-06
-5.00E-01	1.81E-01	-1.81E-01	-5.00E-01	-1.50E-06
-5.20E-01	2.07E-01	-2.07E-01	-5.20E-01	-1.72E-06
-5.40E-01	2.36E-01	-2.36E-01	-5.40E-01	-1.96E-06
-5.60E-01	2.68E-01	-2.68E-01	-5.60E-01	-2.22E-06
-5.80E-01	3.03E-01	-3.03E-01	-5.80E-01	-2.51E-06
-6.00E-01	3.40E-01	-3.40E-01	-6.00E-01	-2.82E-06
-6.20E-01	3.81E-01	-3.81E-01	-6.20E-01	-3.16E-06
-6.40E-01	4.26E-01	-4.26E-01	-6.40E-01	-3.53E-06
-6.60E-01	4.74E-01	-4.74E-01	-6.60E-01	-3.93E-06
-6.80E-01	5.27E-01	-5.27E-01	-6.80E-01	-4.37E-06
-7.00E-01	5.81E-01	-5.81E-01	-7.00E-01	-4.82E-06
-7.20E-01	6.41E-01	-6.41E-01	-7.20E-01	-5.32E-06
-7.40E-01	7.03E-01	-7.03E-01	-7.40E-01	-5.84E-06
-7.60E-01	7.70E-01	-7.70E-01	-7.60E-01	-6.39E-06
-7.80E-01	8.40E-01	-8.40E-01	-7.80E-01	-6.97E-06
-8.00E-01	9.12E-01	-9.12E-01	-8.00E-01	-7.57E-06
-8.20E-01	9.89E-01	-9.89E-01	-8.20E-01	-8.20E-06
-8.40E-01	1.07E+00	-1.07E+00	-8.40E-01	-8.86E-06
-8.60E-01	1.15E+00	-1.15E+00	-8.60E-01	-9.55E-06
-8.80E-01	1.24E+00	-1.24E+00	-8.80E-01	-1.03E-05
-9.00E-01	1.31E+00	-1.31E+00	-9.00E-01	-1.09E-05
-9.20E-01	1.41E+00	-1.41E+00	-9.20E-01	-1.17E-05
-9.40E-01	1.50E+00	-1.50E+00	-9.40E-01	-1.24E-05
-9.60E-01	1.59E+00	-1.59E+00	-9.60E-01	-1.32E-05
-9.80E-01	1.68E+00	-1.68E+00	-9.80E-01	-1.39E-05
-1.00E+00	1.76E+00	-1.76E+00	-1.00E+00	-1.46E-05
-1.02E+00	1.84E+00	-1.84E+00	-1.02E+00	-1.53E-05
-1.04E+00	1.92E+00	-1.92E+00	-1.04E+00	-1.59E-05
-1.06E+00	1.96E+00	-1.96E+00	-1.06E+00	-1.63E-05
-1.08E+00	2.01E+00	-2.01E+00	-1.08E+00	-1.66E-05
-1.10E+00	2.03E+00	-2.03E+00	-1.10E+00	-1.69E-05
-1.12E+00	2.04E+00	-2.04E+00	-1.12E+00	-1.69E-05
-1.14E+00	2.04E+00	-2.04E+00	-1.14E+00	-1.69E-05
-1.16E+00	2.02E+00	-2.02E+00	-1.16E+00	-1.68E-05
-1.18E+00	2.00E+00	-2.00E+00	-1.18E+00	-1.66E-05
-1.20E+00	1.97E+00	-1.97E+00	-1.20E+00	-1.64E-05
-1.22E+00	1.94E+00	-1.94E+00	-1.22E+00	-1.61E-05
-1.24E+00	1.92E+00	-1.92E+00	-1.24E+00	-1.59E-05
-1.26E+00	1.88E+00	-1.88E+00	-1.26E+00	-1.56E-05
-1.28E+00	1.84E+00	-1.84E+00	-1.28E+00	-1.53E-05
-1.30E+00	1.80E+00	-1.80E+00	-1.30E+00	-1.49E-05
-1.32E+00	1.76E+00	-1.76E+00	-1.32E+00	-1.46E-05
-1.34E+00	1.72E+00	-1.72E+00	-1.34E+00	-1.43E-05
-1.36E+00	1.68E+00	-1.68E+00	-1.36E+00	-1.40E-05
-1.38E+00	1.64E+00	-1.64E+00	-1.38E+00	-1.36E-05
-1.40E+00	1.61E+00	-1.61E+00	-1.40E+00	-1.34E-05
-1.42E+00	1.58E+00	-1.58E+00	-1.42E+00	-1.31E-05
-1.44E+00	1.54E+00	-1.54E+00	-1.44E+00	-1.28E-05
-1.46E+00	1.52E+00	-1.52E+00	-1.46E+00	-1.26E-05
-1.48E+00	1.49E+00	-1.49E+00	-1.48E+00	-1.24E-05
-1.50E+00	1.46E+00	-1.46E+00	-1.50E+00	-1.21E-05
-1.52E+00	1.44E+00	-1.44E+00	-1.52E+00	-1.19E-05
-1.54E+00	1.42E+00	-1.42E+00	-1.54E+00	-1.18E-05
-1.56E+00	1.39E+00	-1.39E+00	-1.56E+00	-1.16E-05
-1.58E+00	1.38E+00	-1.38E+00	-1.58E+00	-1.15E-05
-1.60E+00	1.36E+00	-1.36E+00	-1.60E+00	-1.13E-05
-1.62E+00	1.35E+00	-1.35E+00	-1.62E+00	-1.12E-05
-1.64E+00	1.34E+00	-1.34E+00	-1.64E+00	-1.11E-05
-1.66E+00	1.33E+00	-1.33E+00	-1.66E+00	-1.11E-05
-1.68E+00	1.33E+00	-1.33E+00	-1.68E+00	-1.10E-05
-1.70E+00	1.33E+00	-1.33E+00	-1.70E+00	-1.10E-05
-1.72E+00	1.32E+00	-1.32E+00	-1.72E+00	-1.10E-05
-1.74E+00	1.32E+00	-1.32E+00	-1.74E+00	-1.09E-05
-1.76E+00	1.32E+00	-1.32E+00	-1.76E+00	-1.10E-05
-1.78E+00	1.33E+00	-1.33E+00	-1.78E+00	-1.10E-05
-1.80E+00	1.34E+00	-1.34E+00	-1.80E+00	-1.11E-05
-1.82E+00	1.35E+00	-1.35E+00	-1.82E+00	-1.12E-05
-1.84E+00	1.37E+00	-1.37E+00	-1.84E+00	-1.14E-05
-1.86E+00	1.40E+00	-1.40E+00	-1.86E+00	-1.16E-05
-1.88E+00	1.43E+00	-1.43E+00	-1.88E+00	-1.19E-05
-1.90E+00	1.46E+00	-1.46E+00	-1.90E+00	-1.22E-05
-1.92E+00	1.51E+00	-1.51E+00	-1.92E+00	-1.25E-05
-1.94E+00	1.56E+00	-1.56E+00	-1.94E+00	-1.29E-05
-1.96E+00	1.63E+00	-1.63E+00	-1.96E+00	-1.35E-05
-1.98E+00	1.70E+00	-1.70E+00	-1.98E+00	-1.41E-05
-2.00E+00	1.82E+00	-1.82E+00	-2.00E+00	-1.51E-05
-1.98E+00	1.67E+00	-1.67E+00	-1.98E+00	-1.39E-05
-1.96E+00	1.54E+00	-1.54E+00	-1.96E+00	-1.28E-05
-1.94E+00	1.43E+00	-1.43E+00	-1.94E+00	-1.18E-05
-1.92E+00	1.32E+00	-1.32E+00	-1.92E+00	-1.10E-05
-1.90E+00	1.23E+00	-1.23E+00	-1.90E+00	-1.02E-05
-1.88E+00	1.16E+00	-1.16E+00	-1.88E+00	-9.61E-06
-1.86E+00	1.08E+00	-1.08E+00	-1.86E+00	-8.97E-06
-1.84E+00	1.01E+00	-1.01E+00	-1.84E+00	-8.40E-06
-1.82E+00	9.55E-01	-9.55E-01	-1.82E+00	-7.92E-06
-1.80E+00	9.00E-01	-9.00E-01	-1.80E+00	-7.46E-06
-1.78E+00	8.47E-01	-8.47E-01	-1.78E+00	-7.02E-06
-1.76E+00	7.99E-01	-7.99E-01	-1.76E+00	-6.63E-06
-1.74E+00	7.58E-01	-7.58E-01	-1.74E+00	-6.29E-06
-1.72E+00	7.19E-01	-7.19E-01	-1.72E+00	-5.96E-06
-1.70E+00	6.82E-01	-6.82E-01	-1.70E+00	-5.66E-06
-1.68E+00	6.48E-01	-6.48E-01	-1.68E+00	-5.38E-06
-1.66E+00	6.16E-01	-6.16E-01	-1.66E+00	-5.11E-06
-1.64E+00	5.89E-01	-5.89E-01	-1.64E+00	-4.88E-06
-1.62E+00	5.61E-01	-5.61E-01	-1.62E+00	-4.66E-06
-1.60E+00	5.36E-01	-5.36E-01	-1.60E+00	-4.45E-06
-1.58E+00	5.11E-01	-5.11E-01	-1.58E+00	-4.24E-06
-1.56E+00	4.89E-01	-4.89E-01	-1.56E+00	-4.06E-06
-1.54E+00	4.69E-01	-4.69E-01	-1.54E+00	-3.89E-06
-1.52E+00	4.51E-01	-4.51E-01	-1.52E+00	-3.74E-06
-1.50E+00	4.31E-01	-4.31E-01	-1.50E+00	-3.57E-06
-1.48E+00	4.13E-01	-4.13E-01	-1.48E+00	-3.43E-06
-1.46E+00	3.97E-01	-3.97E-01	-1.46E+00	-3.29E-06
-1.44E+00	3.81E-01	-3.81E-01	-1.44E+00	-3.16E-06
-1.42E+00	3.67E-01	-3.67E-01	-1.42E+00	-3.04E-06
-1.40E+00	3.51E-01	-3.51E-01	-1.40E+00	-2.91E-06
-1.38E+00	3.38E-01	-3.38E-01	-1.38E+00	-2.81E-06
-1.36E+00	3.27E-01	-3.27E-01	-1.36E+00	-2.71E-06
-1.34E+00	3.13E-01	-3.13E-01	-1.34E+00	-2.60E-06
-1.32E+00	3.02E-01	-3.02E-01	-1.32E+00	-2.50E-06
-1.30E+00	2.90E-01	-2.90E-01	-1.30E+00	-2.41E-06
-1.28E+00	2.79E-01	-2.79E-01	-1.28E+00	-2.32E-06
-1.26E+00	2.70E-01	-2.70E-01	-1.26E+00	-2.24E-06
-1.24E+00	2.59E-01	-2.59E-01	-1.24E+00	-2.15E-06
-1.22E+00	2.49E-01	-2.49E-01	-1.22E+00	-2.07E-06
-1.20E+00	2.40E-01	-2.40E-01	-1.20E+00	-1.99E-06
-1.18E+00	2.30E-01	-2.30E-01	-1.18E+00	-1.91E-06
-1.16E+00	2.22E-01	-2.22E-01	-1.16E+00	-1.84E-06
-1.14E+00	2.13E-01	-2.13E-01	-1.14E+00	-1.77E-06
-1.12E+00	2.05E-01	-2.05E-01	-1.12E+00	-1.70E-06
-1.10E+00	1.98E-01	-1.98E-01	-1.10E+00	-1.64E-06
-1.08E+00	1.91E-01	-1.91E-01	-1.08E+00	-1.59E-06
-1.06E+00	1.84E-01	-1.84E-01	-1.06E+00	-1.52E-06
-1.04E+00	1.77E-01	-1.77E-01	-1.04E+00	-1.47E-06
-1.02E+00	1.71E-01	-1.71E-01	-1.02E+00	-1.42E-06
-1.00E+00	1.65E-01	-1.65E-01	-1.00E+00	-1.37E-06
-9.80E-01	1.59E-01	-1.59E-01	-9.80E-01	-1.32E-06
-9.60E-01	1.52E-01	-1.52E-01	-9.60E-01	-1.26E-06
-9.40E-01	1.46E-01	-1.46E-01	-9.40E-01	-1.21E-06
-9.20E-01	1.40E-01	-1.40E-01	-9.20E-01	-1.16E-06
-9.00E-01	1.35E-01	-1.35E-01	-9.00E-01	-1.12E-06
-8.80E-01	1.29E-01	-1.29E-01	-8.80E-01	-1.07E-06
-8.60E-01	1.23E-01	-1.23E-01	-8.60E-01	-1.02E-06
-8.40E-01	1.19E-01	-1.19E-01	-8.40E-01	-9.88E-07
-8.20E-01	1.14E-01	-1.14E-01	-8.20E-01	-9.43E-07
-8.00E-01	1.08E-01	-1.08E-01	-8.00E-01	-8.94E-07
-7.80E-01	1.02E-01	-1.02E-01	-7.80E-01	-8.46E-07
-7.60E-01	9.63E-02	-9.63E-02	-7.60E-01	-7.99E-07
-7.40E-01	9.08E-02	-9.08E-02	-7.40E-01	-7.53E-07
-7.20E-01	8.52E-02	-8.52E-02	-7.20E-01	-7.06E-07
-7.00E-01	7.99E-02	-7.99E-02	-7.00E-01	-6.63E-07
-6.80E-01	7.46E-02	-7.46E-02	-6.80E-01	-6.19E-07
-6.60E-01	6.93E-02	-6.93E-02	-6.60E-01	-5.75E-07
-6.40E-01	6.46E-02	-6.46E-02	-6.40E-01	-5.36E-07
-6.20E-01	6.00E-02	-6.00E-02	-6.20E-01	-4.97E-07
-6.00E-01	5.51E-02	-5.51E-02	-6.00E-01	-4.57E-07
-5.80E-01	5.08E-02	-5.08E-02	-5.80E-01	-4.22E-07
-5.60E-01	4.67E-02	-4.67E-02	-5.60E-01	-3.88E-07
-5.40E-01	4.24E-02	-4.24E-02	-5.40E-01	-3.52E-07
-5.20E-01	3.88E-02	-3.88E-02	-5.20E-01	-3.22E-07
-5.00E-01	3.49E-02	-3.49E-02	-5.00E-01	-2.90E-07
-4.80E-01	3.20E-02	-3.20E-02	-4.80E-01	-2.65E-07
-4.60E-01	2.88E-02	-2.88E-02	-4.60E-01	-2.39E-07
-4.40E-01	2.56E-02	-2.56E-02	-4.40E-01	-2.13E-07
-4.20E-01	2.29E-02	-2.29E-02	-4.20E-01	-1.90E-07
-4.00E-01	2.06E-02	-2.06E-02	-4.00E-01	-1.71E-07
-3.80E-01	1.83E-02	-1.83E-02	-3.80E-01	-1.52E-07
-3.60E-01	1.63E-02	-1.63E-02	-3.60E-01	-1.35E-07
-3.40E-01	1.42E-02	-1.42E-02	-3.40E-01	-1.18E-07
-3.20E-01	1.25E-02	-1.25E-02	-3.20E-01	-1.04E-07
-3.00E-01	1.11E-02	-1.11E-02	-3.00E-01	-9.24E-08
-2.80E-01	9.62E-03	-9.62E-03	-2.80E-01	-7.98E-08
-2.60E-01	8.35E-03	-8.35E-03	-2.60E-01	-6.93E-08
-2.40E-01	7.09E-03	-7.09E-03	-2.40E-01	-5.88E-08
-2.20E-01	6.06E-03	-6.06E-03	-2.20E-01	-5.02E-08
-2.00E-01	5.08E-03	-5.08E-03	-2.00E-01	-4.22E-08
-1.80E-01	4.25E-03	-4.25E-03	-1.80E-01	-3.52E-08
-1.60E-01	3.56E-03	-3.56E-03	-1.60E-01	-2.95E-08
-1.40E-01	2.86E-03	-2.86E-03	-1.40E-01	-2.37E-08
-1.20E-01	2.25E-03	-2.25E-03	-1.20E-01	-1.86E-08
-1.00E-01	1.78E-03	-1.78E-03	-9.99E-02	-1.47E-08
-8.00E-02	1.34E-03	-1.34E-03	-7.99E-02	-1.11E-08
-6.00E-02	9.69E-04	-9.69E-04	-5.99E-02	-8.04E-09
-4.00E-02	6.30E-04	-6.30E-04	-3.99E-02	-5.22E-09
-2.00E-02	3.12E-04	-3.12E-04	-1.99E-02	-2.59E-09
0.00E+00	4.34E-06	4.34E-06	4.58E-05	3.60E-11
